id,a,b,c,t
1497,9.122422154,-3.800967874,0.332489865,0
1498,-3.311606689,-8.13480474,-0.48606508,1
1499,-17.29911708,-13.63815494,1.489823998,1
1500,-8.057262371,3.961794114,0.729227197,0
1501,1.841075954,-3.04774592,0.810867006,0
1502,9.897070214,0.785859568,0.588835528,0
1503,-18.00386071,-11.86326853,-0.875702182,1
1504,16.32247481,1.591947766,-0.550042854,1
1505,-3.50976193,5.785292456,1.989251307,1
1506,6.822348795,-2.435415021,-0.725530527,1
1507,13.44438914,-10.01173154,2.079350785,1
1508,-3.532548737,7.792771503,0.287018166,0
1509,-6.226518554,-2.052539939,0.460877398,0
1510,-20.53181031,-4.955092441,-1.244302525,1
1511,-1.83594604,0.673539799,-0.340262692,0
1512,0.056592256,-3.858829245,-2.117267156,1
1513,7.40575514,1.843566064,0.441690648,0
1514,1.761318518,-1.044094111,0.051383482,0
1515,1.663419874,2.383610374,-0.252827302,0
1516,16.50515166,-20.70295516,-0.31539816,1
1517,3.113691546,0.620520363,0.219008542,0
1518,-0.234251598,-3.079957994,0.81823758,0
1519,13.95516399,-5.248187879,0.700648143,1
1520,-9.168514655,5.950627789,-0.254749293,1
1521,-2.561245853,-7.213219676,-0.212945309,0
1522,17.44361798,-4.86194057,-1.168773371,1
1523,-2.522760666,1.430554556,-0.24511862,0
1524,-2.980657665,-2.705769667,0.480650451,0
1525,-6.640558396,-6.596174893,-0.408943961,1
1526,2.007077487,1.079833051,-0.186739494,0
1527,11.72335313,-11.75127348,1.820816923,1
1528,1.238391064,0.34605857,0.417250748,0
1529,-5.147675906,-1.914815371,-0.356526882,0
1530,-0.577192414,0.615801285,0.047943968,0
1531,-10.44176971,9.344027026,-1.151611633,1
1532,-10.77468562,6.28567718,1.254489518,1
1533,4.288116018,5.330331257,-0.182334099,0
1534,3.413093515,-5.213036489,0.145626708,0
1535,-3.593134382,-1.725743065,0.764438999,0
1536,18.98546574,21.86382641,0.140828205,1
1537,13.16190134,16.01023577,-2.017218268,1
1538,-11.33033321,-14.30941313,2.042556492,1
1539,7.60017396,4.546510886,-0.058207399,0
1540,19.1936375,-0.624540989,-1.786635646,1
1541,12.49128909,5.490842744,-0.151524888,1
1542,-14.73166802,-15.4553725,0.273070156,1
1543,-15.05504708,-14.77710163,-1.059478532,1
1544,14.85072149,1.054783036,-1.053117248,1
1545,-1.906509856,-7.394713089,0.104177824,0
1546,2.834856033,16.32780639,0.431741858,1
1547,-14.64999251,4.388751748,0.179816808,1
1548,2.722885278,14.86094256,-1.0333551,1
1549,-21.00461736,8.634327693,2.06138101,1
1550,-5.665697907,8.080042642,-0.111129616,0
1551,9.518899153,-9.258541371,-0.116780925,1
1552,0.806502243,0.305721448,0.675265885,0
1553,-8.715552635,-5.015697019,1.988318004,1
1554,-1.957751166,5.537544661,-0.598820339,0
1555,3.676332074,-6.284729425,0.338361607,0
1556,12.16150478,10.52033884,-0.542856964,1
1557,1.882295979,7.102488834,0.498679006,0
1558,1.635659424,0.672727059,-0.106772428,0
1559,-5.195519347,-2.536298114,-0.297998101,0
1560,-4.63718734,7.08405793,0.032580399,0
1561,-4.610275507,-3.311853443,-0.923032943,0
1562,10.76156457,0.296567905,0.161105144,0
1563,-19.68611831,-9.710097114,0.747409331,1
1564,-1.743344103,-0.482610964,0.057685943,0
1565,-18.9374218,-4.457066818,-1.589961282,1
1566,-19.81099755,-14.78261156,1.103578875,1
1567,-0.719035396,-0.845706947,-0.388158437,0
1568,-7.726784362,-6.385252952,-2.021447777,1
1569,-2.886349688,-5.516645295,-0.076389564,0
1570,-8.859790725,-7.524602199,-0.372847994,1
1571,3.633359151,-6.445954356,0.613687833,0
1572,11.86387574,-7.123691114,1.274943564,1
1573,-3.657720557,-6.695152928,-0.425567675,0
1574,11.64735877,8.513006444,1.208501553,1
1575,-0.79220805,-4.540842459,-0.684279741,0
1576,15.69547376,20.83440579,-0.425524689,1
1577,-3.407110303,3.811357915,-0.924054466,0
1578,17.21414686,8.786066727,-1.161761605,1
1579,-2.236101713,4.210277989,1.028445995,0
1580,-5.257023173,-2.119578753,1.056987511,1
1581,6.516351619,-5.709550523,0.029536596,0
1582,-14.47505369,-13.6690827,1.969820557,1
1583,14.65168667,-0.864367062,1.650275671,1
1584,16.23646631,1.155344948,-2.027570803,1
1585,-14.95912226,5.344699741,0.376664479,1
1586,7.097429978,3.426981077,-0.434225915,0
1587,-1.601339598,-6.589054996,0.482203206,0
1588,-17.41664498,-18.75223004,1.390998548,1
1589,6.82488039,4.041999902,0.187970131,0
1590,-17.26279127,15.82159094,-1.597395399,1
1591,-1.703312044,-0.166908132,1.068500698,0
1592,8.960437875,-8.051327611,0.475019698,1
1593,-1.697091857,-6.429995145,-0.654567669,0
1594,-5.163289983,5.624124027,0.226695938,0
1595,-8.800774447,-8.987204398,-2.169290826,1
1596,-7.093584307,12.74130362,-0.590216635,1
1597,3.587684418,-3.063969064,-0.085647416,0
1598,6.006366168,9.495867704,0.691688091,1
1599,-7.91758887,2.564676056,0.125819289,0
1600,7.198118653,13.78045346,1.96012744,1
1601,19.75683529,17.21701329,-0.37554831,1
1602,-0.467755872,10.86559405,0.879146909,1
1603,-5.667647406,4.420968735,0.543023701,0
1604,-2.549708709,-6.592582352,-0.735892964,0
1605,21.15120907,6.805831571,0.204240246,1
1606,-19.05389306,0.098376014,0.915307282,1
1607,-6.940620604,-6.010643649,-1.673240886,1
1608,-0.37163286,-19.80458981,-1.81762506,1
1609,-5.572194174,2.967633491,-0.093044134,0
1610,3.378121097,3.770974618,-0.803174847,0
1611,3.958239668,0.530128844,0.102033605,0
1612,-12.39550132,8.052681785,-1.340601438,1
1613,-18.62534416,-12.17737848,-1.428613556,1
1614,11.9406161,0.113521999,-0.107920619,0
1615,12.74852477,-12.54296063,-0.640220428,1
1616,4.060002284,2.011848037,-0.283551837,0
1617,1.608012455,-5.775300227,0.335942235,0
1618,18.57198406,17.77946608,0.622700004,1
1619,15.71832621,0.615893551,-1.828996514,1
1620,21.28121764,0.112353139,-1.931167212,1
1621,0.594256047,-3.897392829,-0.230800248,0
1622,-15.03805252,-6.039199614,1.669186118,1
1623,-19.01542313,15.16470033,0.819213523,1
1624,-0.043118886,-1.373692502,0.77477607,0
1625,4.253958082,-2.503335009,0.571161113,0
1626,-0.756695028,2.281269272,0.300645511,0
1627,-16.86885598,2.338245676,-0.381778753,1
1628,3.558751509,-3.539997625,0.623294286,0
1629,-6.682311184,4.014361116,-0.434101175,0
1630,1.563497952,-7.046798032,0.598064172,0
1631,20.37318222,11.47908128,-1.970481622,1
1632,-1.207766761,-4.208378559,0.36330203,0
1633,-4.054596851,-3.868331954,-0.751557615,0
1634,-3.678921976,20.77419316,0.080369123,1
1635,6.330498426,8.204153341,0.006435067,1
1636,-6.604154529,-5.078453388,-0.315185918,0
1637,-3.312005638,-7.472973721,0.553006626,0
1638,-0.154854541,17.20583271,0.409385493,1
1639,-0.482902612,8.435020504,0.245145529,0
1640,4.932963785,8.505118165,1.58586698,1
1641,-14.52516511,9.465069786,-1.089034503,1
1642,-11.90872411,-16.49924656,2.163794785,1
1643,6.480249923,-0.698218399,-0.208247673,0
1644,-5.330668744,-0.676345717,-0.597446697,0
1645,2.062125239,-4.729492647,-0.931848404,1
1646,-13.78138514,-0.504100065,2.015821565,1
1647,4.255043586,7.032992212,-0.567843333,0
1648,-5.341765056,0.111180016,0.29159663,0
1649,-1.873762089,-2.588585467,0.138199556,0
1650,-3.021418346,19.01186603,-1.487372094,1
1651,2.920557459,0.63128775,0.95510225,1
1652,-3.83322148,-1.035134208,-0.581283634,0
1653,0.472884528,-12.96836812,-1.42744368,1
1654,-0.59885486,7.481414257,0.77623497,0
1655,-16.60984384,-14.78061992,0.660855636,1
1656,0.792106527,10.30827778,-0.078094606,0
1657,-2.637324773,-0.883296736,-0.926356328,0
1658,-1.877820641,-0.055320195,0.496095337,0
1659,-13.24830637,-5.898881276,-0.797193295,1
1660,-2.002556343,0.453985988,-0.376351255,0
1661,18.29979216,-8.623121546,-0.044426403,1
1662,-5.079636893,-7.220384355,-0.834958424,1
1663,8.354642065,2.293323933,0.10670369,0
1664,-13.05872615,19.41147918,-0.538148255,1
1665,-10.89790654,-6.241041701,-0.765380326,1
1666,9.756299549,8.167193269,0.976861779,1
1667,5.640425086,8.73094564,-0.039541902,1
1668,0.592205958,-8.589175651,0.241394081,0
1669,-8.745935739,-3.416654198,1.272629631,1
1670,1.423616556,-1.756363264,-0.279677012,0
1671,13.39744071,-0.249482489,0.985922172,1
1672,-6.024679756,-2.239832109,0.723780641,0
1673,-1.575221967,-3.616109765,-0.724130243,0
1674,3.386472288,-0.717908121,0.200026246,0
1675,-0.497708894,5.757981357,-0.336624933,0
1676,4.132836537,5.332017069,-0.19818461,0
1677,1.969198716,6.963103524,0.608204373,0
1678,-4.594102639,16.38777907,-0.825496667,1
1679,5.140299993,-18.98325204,-2.152399676,1
1680,-5.193681588,3.441342375,0.045161841,0
1681,-3.575255613,-16.06824228,1.880528692,1
1682,-1.477214837,2.703762868,0.58630847,0
1683,5.485864999,0.347055628,1.066179113,0
1684,16.16442333,21.03623579,-0.763032129,1
1685,-18.40384412,11.81347232,0.575361678,1
1686,-7.422948448,1.522429187,-0.469520473,0
1687,-3.583588761,-1.012120144,0.120356561,0
1688,-21.76883968,4.395504471,2.096210615,1
1689,13.84716715,0.390392498,0.66286009,1
1690,-1.775019708,-0.045508518,-1.091734186,0
1691,5.958701113,0.362127964,-0.566832099,0
1692,21.58182973,5.919107098,2.151410746,1
1693,3.46789674,-10.80461752,0.134113861,0
1694,2.057568097,-2.871118433,-1.042846232,0
1695,19.32300103,12.41693273,-1.729269679,1
1696,10.31014533,0.881961867,0.542594704,0
1697,-2.115141913,10.37493548,-0.055628425,0
1698,6.094165456,-9.518420346,0.197046315,0
1699,-9.920553639,-1.990690066,-0.325289444,1
1700,-20.63146022,10.51853872,-0.35972023,1
1701,-8.858975951,1.915321615,0.739336618,0
1702,-17.25510049,-6.424264439,-1.393752996,1
1703,10.08553636,1.502035962,0.562287938,0
1704,4.134118683,-8.727072905,-0.305408701,1
1705,-15.47165745,-10.53636836,0.989690185,1
1706,5.150196555,-17.86928331,1.33324881,1
1707,1.415076321,-4.39065749,-0.436378804,0
1708,1.669907328,4.850506855,0.619215051,0
1709,-17.55384846,-15.50808963,-1.065610794,1
1710,-4.868030339,4.578317914,0.23324437,0
1711,17.36768245,12.85242743,0.662168988,1
1712,21.93442344,-5.311923077,1.01195952,1
1713,-8.993719825,1.188248998,0.546945427,1
1714,-2.546532801,-7.216566924,0.378421556,0
1715,5.767626668,4.784885022,-0.329285735,0
1716,-20.85800882,-14.71367113,0.251320686,1
1717,-4.381282923,-4.401352899,-0.043624482,0
1718,2.282333941,-6.930052352,0.166461703,0
1719,2.887029493,11.36496706,-1.49690589,1
1720,17.93312302,-1.225503041,-0.784120832,1
1721,-3.453039534,5.226329613,0.14514121,0
1722,-4.44008841,-10.23537893,1.813218758,1
1723,-14.3255227,19.23902349,1.597042632,1
1724,1.954445691,4.769497918,0.402768165,0
1725,19.95445609,-2.751731502,-1.796252098,1
1726,-7.599376062,-1.253287373,0.345247495,0
1727,20.44634906,13.32724918,-0.410967791,1
1728,-21.3345678,21.23885823,-0.268046304,1
1729,-15.45866397,20.78203988,-1.339941735,1
1730,-0.321815354,-10.32947262,0.156302969,1
1731,-0.27940864,-6.282915203,-0.076560496,0
1732,15.76305871,8.850787799,-1.897542394,1
1733,-5.178660216,8.54465954,-0.491075956,0
1734,0.141886111,-2.346827615,-0.791298239,0
1735,-5.922600124,3.860386501,1.606803993,1
1736,12.91089323,18.80076905,-0.356795547,1
1737,-2.107514734,-19.1787304,1.684547983,1
1738,3.306816163,-1.458227564,0.539259003,0
1739,-0.005444286,-4.312368032,0.6916823,0
1740,11.56521429,-14.47591512,-0.497225783,1
1741,-5.066886094,-8.279944371,-0.154461286,0
1742,-2.836809294,-2.383918833,-0.642309778,0
1743,5.543741963,-1.92835578,-0.105025758,0
1744,-0.366189303,5.868303841,0.916877324,1
1745,-4.905411772,-8.332081302,-0.625273704,1
1746,8.25401752,-1.782883589,0.437602371,0
1747,-10.52759197,20.64928371,0.046084132,1
1748,-0.868886304,2.864219071,0.085750155,0
1749,5.442800379,3.903834498,0.234723684,0
1750,12.99431079,14.46252049,0.822742014,1
1751,10.41745805,-2.342969811,-1.830604945,1
1752,1.770216531,-1.370938484,0.465022607,0
1753,-15.29877592,21.01714674,1.817418169,1
1754,-5.332322188,1.590208146,-0.222913741,0
1755,6.799886294,6.326323126,-0.046693193,0
1756,-7.542055213,4.8037814,0.240615617,0
1757,-6.674678404,-12.83854452,-1.258383052,1
1758,5.528017498,-6.292689525,-0.492493626,0
1759,-3.769299748,7.16146065,-0.142367052,0
1760,0.683774287,3.324933449,-1.488217895,1
1761,0.857713817,-7.084065114,0.870361106,1
1762,4.765709275,-11.13043216,-0.149377786,1
1763,1.50225349,16.35300797,-0.86680086,1
1764,2.939810279,4.684245662,-0.083543336,0
1765,-2.42187589,-0.502181349,-0.453312919,0
1766,10.39902084,-0.017785437,-0.50768256,0
1767,-2.676523387,-13.53064833,-0.855009423,1
1768,8.474415943,3.953433428,-0.116153855,0
1769,5.12071184,-9.326390087,-0.230248652,0
1770,8.111696241,1.253791968,-0.852348296,0
1771,3.673606063,1.162183415,0.667008531,0
1772,3.931015516,4.893436399,0.698930175,0
1773,-9.338771113,-0.362148527,-0.383261261,0
1774,-5.911607166,7.320041901,-0.03540087,0
1775,-5.202889693,1.218910973,0.878566756,1
1776,-19.1006154,-4.899970316,-1.290729734,1
1777,-3.807394398,7.131062493,0.0974774,0
1778,-21.67977895,-4.52690833,-1.691457878,1
1779,-0.550276853,3.423245168,0.310576498,0
1780,12.54801058,16.24117528,-0.550804115,1
1781,-6.888412113,-4.365314896,0.73360868,1
1782,-9.144954024,20.89676699,-1.261546956,1
1783,-5.579998245,-1.671668414,0.922428306,1
1784,6.961098082,7.440012032,-0.428336849,0
1785,0.73174907,8.98701292,1.434526355,1
1786,-0.034471123,20.73565004,1.649259312,1
1787,-1.35642176,-14.69223119,0.919806002,1
1788,2.401799614,0.274165273,-0.486017293,0
1789,-8.580385289,3.635734239,-0.639966031,0
1790,2.224885635,-6.581798061,-0.543844,0
1791,-7.298576571,-2.258436664,1.798287315,1
1792,2.070169654,-6.944770006,-0.15285872,0
1793,-18.28705653,-19.82052778,-2.080944627,1
1794,16.04075941,-13.854057,0.87085092,1
1795,6.874202176,-21.38814228,-0.768282951,1
1796,0.45394899,-14.16368267,-1.762642019,1
1797,-13.64595841,12.9301396,-0.203949358,1
1798,-5.413112037,-1.307756624,-0.5010568,0
1799,6.476937948,16.4030378,0.034894045,1
1800,-3.921613634,5.152616546,-0.187897257,0
1801,9.270636084,3.29184731,-0.209022304,0
1802,-4.973094175,-4.004152881,-0.765921983,0
1803,1.23756358,-6.359721325,-0.105298371,0
1804,-11.13454247,0.975089926,0.102012417,1
1805,-7.784378541,-17.05668096,0.920619137,1
1806,-3.007650911,-9.078116478,0.058167389,0
1807,-19.1165122,7.819442194,-1.265300391,1
1808,-5.757498366,-3.99014995,-0.62566508,0
1809,-2.738565795,-19.3736888,0.67504918,1
1810,20.78824134,7.149578353,-1.622525634,1
1811,15.90242149,14.48636942,-1.874643469,1
1812,-2.112786194,0.639025334,0.167108321,0
1813,21.41031913,-13.87380773,-1.757207792,1
1814,18.11445732,-13.94913202,-0.144428665,1
1815,13.09021447,7.668942537,-1.315376334,1
1816,-1.571872878,-1.791320389,0.008823169,0
1817,-10.90324827,-20.09659025,1.860240623,1
1818,2.662453833,6.131269898,0.292105172,0
1819,-4.5143547,-0.115407437,1.055159461,0
1820,1.576629451,5.755848906,-0.095623569,0
1821,-13.1914661,3.4503039,1.945044401,1
1822,2.453780191,-4.053318626,0.795650625,0
1823,3.509959147,2.349983508,-0.082767157,0
1824,13.77659632,-10.20888257,1.965253252,1
1825,5.073390378,7.018926696,1.233820045,1
1826,-4.961077258,3.58445446,-0.555703621,0
1827,-2.60026352,13.27391662,-1.297275383,1
1828,5.58471529,1.529500907,-0.582595102,0
1829,3.627693853,-2.346348266,-1.091971795,0
1830,-5.690167091,-12.46575178,-1.919215063,1
1831,2.184830382,-0.532896627,1.320152232,1
1832,5.430836258,-2.65740889,0.07495247,0
1833,-6.2134648,-6.572577367,-0.191605804,0
1834,11.51470692,16.57896041,-0.12524462,1
1835,2.721080248,-5.472532686,0.812401315,0
1836,3.24106989,-2.801337402,0.689326093,0
1837,2.137588989,19.07744153,-0.591488139,1
1838,-8.176090742,-14.68219278,-1.345805426,1
1839,-11.13313863,-13.99318807,1.65672632,1
1840,3.599868792,-1.659436021,-0.246446083,0
1841,-1.851209933,9.158350729,-0.117699585,0
1842,11.28766106,0.832659205,-0.393154261,0
1843,-3.677422541,-12.1183097,1.966298651,1
1844,-17.66030619,13.7177156,0.443452576,1
1845,-10.70815722,1.906407658,-0.07569665,0
1846,-10.015647,3.843778443,-0.306584187,1
1847,-0.879903038,11.40345824,-1.356362162,1
1848,-7.850040636,-12.99851093,0.181189253,1
1849,-1.495267321,18.0090133,1.919654208,1
1850,17.46682434,-14.30526888,-0.195823986,1
1851,0.069659802,9.094747089,0.288899153,0
1852,-1.659807471,5.715524604,-0.190254417,0
1853,-5.281509323,8.552054869,0.615448655,1
1854,8.535621077,9.12591646,1.350356226,1
1855,-4.579396997,-9.803318147,-0.117766062,1
1856,13.13100695,-17.31530229,-1.962914114,1
1857,0.529693848,3.576692723,0.012109697,0
1858,2.112662809,4.207070046,-0.999189698,1
1859,6.57375354,-7.606010095,0.077605225,0
1860,-3.923630015,2.923037836,0.458213507,0
1861,-14.57012919,5.324697729,-1.520204358,1
1862,-7.757859207,-2.314325112,0.624153258,1
1863,4.4773288,-5.879291471,-0.606549486,0
1864,-19.88901032,16.30066544,0.460959465,1
1865,-10.02232191,-16.0240563,1.063235441,1
1866,2.864558465,21.76869801,1.052647297,1
1867,1.178059113,-20.65581463,0.839524368,1
1868,-3.523349725,-15.6201505,-1.201452108,1
1869,5.586731735,21.98254434,0.863412318,1
1870,-5.723997379,14.36084969,1.580444051,1
1871,8.22790654,-18.39090755,0.407197718,1
1872,-18.09969849,-17.49932322,0.168216106,1
1873,2.618549219,-1.972365264,-0.679025432,0
1874,9.594774797,2.154247138,-0.178918743,0
1875,-20.60552743,5.315155893,0.129171455,1
1876,-21.59909339,11.42816635,-1.721165419,1
1877,-4.156543124,2.270237949,-0.419007729,0
1878,1.142709594,5.877832688,0.794508378,0
1879,11.19807294,-17.63744607,-1.981213167,1
1880,4.085722593,9.079687556,-0.128773256,1
1881,12.27573406,15.80304292,1.095542052,1
1882,-5.329942154,9.700794826,-1.344309745,1
1883,3.078970196,6.716249291,-0.065247103,0
1884,-3.715167657,-10.22971556,0.109120508,0
1885,-0.498912742,4.24065004,-1.10597307,0
1886,16.00258948,-12.28030088,-2.160544832,1
1887,14.66023087,10.92910589,-1.742648646,1
1888,5.050885861,-15.33597785,0.937083179,1
1889,-2.736043296,-4.056786965,-1.743040654,1
1890,13.55132677,-7.497040165,1.687586793,1
1891,8.016919938,-2.974827067,0.158433169,0
1892,4.676647013,6.852455132,-0.334813521,0
1893,2.737860881,-12.48343954,0.839847076,1
1894,3.425190304,-6.922775783,0.435884648,0
1895,-0.07284049,-11.27427265,0.045993263,1
1896,8.693972382,1.668463369,-0.023229533,0
1897,10.54936549,12.39812617,-0.822699633,1
1898,1.654096209,6.498165767,-0.238173412,0
1899,5.073424438,10.08387649,-0.034198048,1
1900,-0.235664237,-14.66692827,-0.653914186,1
1901,-5.212358937,8.190938509,0.469440475,1
1902,11.13149194,14.22043877,-1.229461133,1
1903,8.533387347,-1.5126673,1.096472777,1
1904,-3.848146219,2.354024921,0.517121653,0
1905,-18.48411278,13.7979602,2.006901819,1
1906,-13.91164016,-19.0050895,-1.144103693,1
1907,11.20586986,0.405553603,-0.196817672,0
1908,2.41656069,13.39827598,-0.236007977,1
1909,-14.15426964,-0.179820284,-0.251380681,1
1910,13.80747514,-20.67418222,0.478217694,1
1911,7.563297014,3.88338004,-0.210164408,0
1912,-16.20026614,21.70209185,1.873873336,1
1913,-0.810678487,-19.24946183,-0.238201793,1
1914,-5.561181992,0.796553221,0.713244351,0
1915,6.940703485,-5.441644079,0.361823379,0
1916,10.05764817,12.03214113,-0.996445376,1
1917,-0.265752786,-17.72176146,0.134773203,1
1918,-7.832517269,18.27481609,0.984260085,1
1919,5.872469963,8.46326057,-1.684121398,1
1920,-3.276855685,-6.785852393,-0.236217625,0
1921,1.243661352,-1.976956707,0.558245513,0
1922,-0.621310697,-2.578743767,-0.527678836,0
1923,4.226793239,13.89002288,1.532941596,1
1924,-7.425903418,0.443404428,0.233204925,0
1925,3.47910332,-5.025136017,-0.244448393,0
1926,5.790547487,-5.905871646,0.277296955,0
1927,15.48575729,11.79537504,-0.747786234,1
1928,-8.229024813,5.842395153,-0.527184944,0
1929,-0.924739557,14.92324992,-0.425002697,1
1930,-6.475362915,3.061533985,0.705148395,0
1931,5.667521575,21.43171461,-0.696097457,1
1932,-0.834320723,-1.988488409,-0.715289527,0
1933,-1.237071936,0.580547939,0.291119323,0
1934,-2.511600815,-13.6609532,-0.147514368,1
1935,-11.28723531,-0.538764481,0.491399548,1
1936,2.635760238,2.726336958,-0.453173521,0
1937,-7.061047225,-4.119004674,-0.407478047,0
1938,-1.547875015,-3.976494255,1.403062147,1
1939,4.674335557,12.79385416,-1.994666346,1
1940,-2.526259854,-1.144707448,1.080788056,1
1941,4.040453939,4.400261509,0.153826764,0
1942,2.122661986,0.014874579,-0.144234232,0
1943,1.239985326,-6.076958039,-0.317971179,0
1944,-2.158366862,6.8003706,-0.759472495,1
1945,-4.198112202,4.802561928,0.319257729,0
1946,-2.654312437,21.39650906,-0.768168376,1
1947,-5.944374847,9.200616921,2.116584531,1
1948,-10.88056192,2.217483211,0.328763598,1
1949,-8.64392462,-1.024160301,-0.372802399,0
1950,-14.78420168,0.809426864,-1.822205724,1
1951,18.27936597,-9.25722547,-1.571724404,1
1952,-14.19864594,13.66345368,-2.011880157,1
1953,-5.010721629,7.069202238,-0.586003566,1
1954,-7.596509143,11.48246096,-1.26992758,1
1955,21.64818568,7.928555255,-1.736501717,1
1956,7.84083345,-5.544349741,1.381136422,1
1957,8.421377204,-0.173477856,-0.323595902,0
1958,1.546273883,4.478339446,-0.145519189,0
1959,6.422028122,-6.767351454,-0.29922391,0
1960,18.64119598,-21.22475955,-0.919878875,1
1961,-3.852328261,-2.377848611,0.38002087,0
1962,9.581963632,20.48883582,-1.495186814,1
1963,-4.697487378,10.24107925,-0.132758532,0
1964,-6.659568724,4.981479486,-0.748544738,1
1965,10.80949526,1.873082594,1.050172607,1
1966,7.471099187,1.409687905,0.127550151,0
1967,6.428105695,2.770290951,0.612346043,0
1968,-9.24453751,-1.713800675,0.538141944,1
1969,12.95825696,17.52151352,-1.963052564,1
1970,1.146900556,-5.463802775,0.255254314,0
1971,-6.237916033,-5.382213328,-0.421550828,0
1972,-1.266321043,-1.351004898,0.798551361,0
1973,-3.790331196,-10.6891085,-0.033948343,0
1974,7.36691269,-5.15792497,-0.172145675,0
1975,15.06963568,-3.695144724,-1.389866614,1
1976,0.792430441,0.678129242,0.993223322,0
1977,-4.112957434,-4.141450375,0.240350746,0
1978,0.830561182,-3.445395679,-0.186354369,0
1979,6.416621276,-17.49744024,2.007753597,1
1980,-11.59157342,2.84617398,0.118518988,0
1981,4.162061245,15.43203443,0.767180275,1
1982,-5.740536357,3.050536649,1.567989935,1
1983,3.052399287,-2.990547313,-0.259082119,0
1984,-21.93791078,19.07888571,-1.265135365,1
1985,-5.864702907,-3.858761489,-0.05650967,0
1986,-3.404170646,-8.510653363,-1.708408633,1
1987,-7.082553673,-1.616861151,-0.398420038,0
1988,-12.23807761,-8.680719366,1.771013089,1
1989,16.08117786,12.94806306,0.761989821,1
1990,-1.43119302,8.018818219,-0.265048673,0
1991,-3.367518875,-9.509102616,0.576510558,1
1992,-1.552455571,10.54944717,0.411824818,1
1993,0.116307913,-6.646909046,0.5441326,0
1994,-3.462646721,-1.368426704,0.547452604,0
1995,-18.68092977,-20.06789186,-2.157660656,1
1996,16.46197818,-15.10974297,-0.664604223,1
1997,-15.95680261,3.852347589,1.816103034,1
1998,-1.79871832,17.32836938,1.152591337,1
1999,-1.516432241,-0.726249643,0.153198906,0
2000,14.22581753,-20.62698975,0.896863331,1
2001,3.613403305,3.158958434,0.072116579,0
2002,1.218795612,2.80594986,-2.156419618,1
2003,1.563211489,5.27039856,0.304353409,0
2004,-2.087950846,-10.84632108,-0.33287455,1
2005,-0.323171188,1.158521827,-0.925712807,0
2006,2.598543595,7.614496338,-0.532206253,0
2007,-3.175037078,16.88552905,1.460714973,1
2008,-2.216560413,-17.03359678,-0.779895232,1
2009,-7.055094886,-0.169727209,-0.63902992,0
2010,-4.476683499,10.08080151,-0.092092378,0
2011,-18.37895536,-2.390232242,1.060274665,1
2012,-2.766726099,-10.04257578,0.627630674,1
2013,-4.600533737,5.715857187,0.883570472,1
2014,7.778200623,0.55254528,-0.590273824,0
2015,6.555781509,-4.591719277,0.056912415,0
2016,-2.336387336,-1.717415655,-0.253340482,0
2017,-2.670095196,5.545995845,0.259491809,0
2018,-13.40338082,6.115802361,-0.057268075,1
2019,-4.117271675,16.64361041,0.359553806,1
2020,-8.424592906,2.528815102,-0.335242069,0
2021,-7.836668653,-10.60507253,-0.330942856,1
2022,21.54561886,19.86951166,0.182191873,1
2023,15.76564858,21.83509089,-1.259490149,1
2024,-5.283031051,-0.992246404,-0.676851059,0
2025,0.903670159,-5.213792457,0.660653528,0
2026,-1.339852843,-1.695736892,-0.17964188,0
2027,-2.73151627,-1.896567466,-1.44372398,1
2028,18.05986757,16.59358174,1.831890001,1
2029,5.145093047,12.60091852,-0.371953313,1
2030,0.834024847,19.43372597,-0.756909718,1
2031,-3.884160372,5.345409215,-0.742729041,0
2032,2.831890415,8.502660572,-0.678822754,1
2033,3.792001824,5.175141852,0.41685109,0
2034,-2.555123138,21.39810136,-1.174644386,1
2035,-5.760283752,-2.413096656,-0.748129528,0
2036,6.62041903,-0.675277331,-0.101286542,0
2037,3.029578428,7.45816891,0.264822184,0
2038,-6.809396723,2.307443101,-0.484595105,0
2039,-0.659098013,0.818128093,-0.303979988,0
2040,8.555497677,-0.202430065,-0.492051683,0
2041,-8.386337617,5.080797995,-0.040669181,0
2042,-12.944555,-15.10341079,1.732846029,1
2043,9.63811303,-21.12202056,-1.640209852,1
2044,18.35643136,4.993729296,-0.685222835,1
2045,1.197617515,-0.115359029,1.487772941,1
2046,10.09022694,12.87653027,-0.531685134,1
2047,10.55893165,14.25877622,-0.734736542,1
2048,16.49805072,1.003988113,1.881589916,1
2049,-4.821165947,3.220656077,-0.461537703,0
2050,-12.57303336,19.0453618,-1.521371252,1
2051,6.794511779,5.299165634,-0.355256246,0
2052,4.141470795,14.3596257,0.512478266,1
2053,5.899311057,-0.317851098,0.497820659,0
2054,3.231484116,5.802856871,0.003451149,0
2055,19.98524572,-15.61870013,-0.075929219,1
2056,21.52624184,21.23282724,-1.816876657,1
2057,15.30538669,7.98718382,-0.742858295,1
2058,-8.143459583,-21.11159674,-1.037140534,1
2059,-2.567904678,1.746924843,1.008261974,1
2060,18.1145669,-0.597920601,0.235179037,1
2061,9.321981071,21.98671531,0.518447654,1
2062,-0.256339246,6.473882916,0.107789006,0
2063,4.113709266,-9.213135028,0.607932147,1
2064,-2.429107911,-0.104824877,0.661502121,0
2065,4.071493083,-3.897782792,-0.076445315,0
2066,-3.664030352,5.979405618,-0.475507525,0
